评论ID,提及品牌,平台,评论内容,点赞数,评论数,转发数,情感倾向,发布时间
CM01813,品牌A,抖音,感觉最近质量不如以前了，有点失望,33,11,10,负面,2023-08-20
CM01814,竞品B,微博,颜值很高，就是有点不耐用,51,5,7,中性,2023-04-08
CM01815,竞品C,抖音,价格有点贵，但是一分钱一分货吧,54,10,3,中性,2023-11-13
CM01816,品牌A,B站,这个品牌的产品真的很好用，支持了好多年了,47,9,5,正面,2023-12-06
CM01817,竞品B,B站,感觉最近质量不如以前了，有点失望,50,11,5,负面,2023-01-10
CM01818,竞品C,B站,物流很快，包装也很好，推荐购买,50,7,4,正面,2023-12-12
CM01819,品牌A,微博,什么时候出新品啊，等好久了,51,11,4,正面,2023-03-24
CM01820,品牌A,B站,物流很快，包装也很好，推荐购买,59,11,1,正面,2023-06-16
CM01821,品牌A,B站,感觉最近质量不如以前了，有点失望,57,6,6,负面,2023-03-28
CM01822,竞品B,微博,这个品牌的产品真的很好用，支持了好多年了,49,8,7,正面,2023-07-19
CM01823,竞品B,微博,颜值很高，就是有点不耐用,60,12,7,中性,2023-01-31
CM01824,品牌A,B站,价格有点贵，但是一分钱一分货吧,55,9,7,中性,2023-10-05
CM01825,品牌A,微博,什么时候出新品啊，等好久了,60,11,6,正面,2023-08-24
CM01826,竞品B,小红书,什么时候出新品啊，等好久了,66,12,5,正面,2023-06-08
CM01827,竞品C,抖音,这个品牌的产品真的很好用，支持了好多年了,44,14,7,正面,2023-09-23
CM01828,竞品C,小红书,性价比很高，比XX品牌好多了,49,14,7,正面,2023-12-18
CM01829,竞品C,小红书,用了过敏，不知道是不是正品,43,11,6,负面,2023-03-26
CM01830,竞品C,小红书,颜值很高，就是有点不耐用,51,11,3,中性,2023-05-06
CM01831,品牌A,小红书,客服态度太差了，再也不会买了,47,15,5,负面,2023-06-14
CM01832,竞品C,B站,客服态度太差了，再也不会买了,57,15,6,负面,2023-06-09
CM01833,品牌A,抖音,国货之光，必须支持,57,6,6,正面,2023-02-15
CM01834,品牌A,微博,什么时候出新品啊，等好久了,57,12,3,正面,2023-02-25
CM01835,竞品B,B站,颜值很高，就是有点不耐用,49,13,6,中性,2023-10-18
CM01836,竞品B,小红书,国货之光，必须支持,50,8,6,正面,2023-11-14
CM01837,品牌A,微博,物流很快，包装也很好，推荐购买,57,12,6,正面,2023-04-21
CM01838,品牌A,小红书,价格有点贵，但是一分钱一分货吧,41,11,7,中性,2023-09-16
CM01839,竞品B,抖音,价格有点贵，但是一分钱一分货吧,60,11,7,中性,2023-02-05
CM01840,竞品B,小红书,性价比很高，比XX品牌好多了,43,5,4,正面,2023-11-24
CM01841,品牌A,抖音,感觉最近质量不如以前了，有点失望,52,15,8,负面,2023-08-17
CM01842,竞品B,B站,客服态度太差了，再也不会买了,47,9,2,负面,2023-11-24
CM01843,品牌A,小红书,价格有点贵，但是一分钱一分货吧,47,13,4,中性,2023-03-06
CM01844,竞品B,小红书,什么时候出新品啊，等好久了,53,15,8,正面,2023-05-13
CM01845,竞品B,微博,颜值很高，就是有点不耐用,48,12,4,中性,2023-03-22
CM01846,竞品C,B站,价格有点贵，但是一分钱一分货吧,60,4,5,中性,2023-11-13
CM01847,竞品C,抖音,感觉最近质量不如以前了，有点失望,53,7,2,负面,2023-05-26
CM01848,品牌A,抖音,感觉最近质量不如以前了，有点失望,40,13,7,负面,2023-01-19
CM01849,竞品C,小红书,性价比很高，比XX品牌好多了,63,11,1,正面,2023-03-24
CM01850,竞品C,微博,感觉最近质量不如以前了，有点失望,45,9,4,负面,2023-07-14
CM01851,竞品B,微博,这个品牌的产品真的很好用，支持了好多年了,53,14,5,正面,2023-09-04
CM01852,竞品C,B站,国货之光，必须支持,56,14,9,正面,2023-05-25
CM01853,品牌A,抖音,客服态度太差了，再也不会买了,61,17,3,负面,2023-08-09
CM01854,竞品C,抖音,物流很快，包装也很好，推荐购买,54,17,5,正面,2023-07-08
CM01855,品牌A,B站,这个品牌的产品真的很好用，支持了好多年了,50,11,2,正面,2023-02-04
CM01856,竞品B,抖音,性价比很高，比XX品牌好多了,42,11,5,正面,2023-02-24
CM01857,品牌A,小红书,用了过敏，不知道是不是正品,40,11,7,负面,2023-07-03
CM01858,竞品C,微博,物流很快，包装也很好，推荐购买,58,12,5,正面,2023-08-05
CM01859,品牌A,小红书,国货之光，必须支持,48,14,4,正面,2023-11-14
CM01860,品牌A,微博,性价比很高，比XX品牌好多了,46,6,5,正面,2023-11-23
CM01861,品牌A,抖音,用了过敏，不知道是不是正品,53,6,6,负面,2023-04-25
CM01862,竞品B,微博,国货之光，必须支持,55,16,5,正面,2023-04-19
CM01863,竞品B,B站,颜值很高，就是有点不耐用,61,9,6,中性,2023-06-12
CM01864,品牌A,B站,什么时候出新品啊，等好久了,47,7,7,正面,2023-04-27
CM01865,竞品B,B站,国货之光，必须支持,55,8,4,正面,2023-06-07
CM01866,竞品C,微博,客服态度太差了，再也不会买了,41,7,5,负面,2023-12-21
CM01867,竞品B,抖音,什么时候出新品啊，等好久了,45,9,4,正面,2023-09-10
CM01868,品牌A,B站,用了过敏，不知道是不是正品,53,11,5,负面,2023-03-11
CM01869,品牌A,抖音,客服态度太差了，再也不会买了,42,3,7,负面,2023-11-13
CM01870,竞品C,小红书,用了过敏，不知道是不是正品,51,11,6,负面,2023-06-07
CM01871,竞品B,小红书,感觉最近质量不如以前了，有点失望,43,5,3,负面,2023-09-01
CM01872,竞品B,微博,国货之光，必须支持,47,9,9,正面,2023-04-07
CM01873,品牌A,小红书,性价比很高，比XX品牌好多了,40,9,4,正面,2023-03-27
CM01874,品牌A,微博,什么时候出新品啊，等好久了,47,6,9,正面,2023-08-17
CM01875,竞品B,微博,性价比很高，比XX品牌好多了,50,15,4,正面,2023-10-17
CM01876,品牌A,抖音,价格有点贵，但是一分钱一分货吧,50,14,5,中性,2023-08-16
CM01877,竞品C,微博,什么时候出新品啊，等好久了,51,20,6,正面,2023-03-06
CM01878,竞品C,抖音,感觉最近质量不如以前了，有点失望,43,13,7,负面,2023-07-07
CM01879,竞品C,抖音,国货之光，必须支持,48,9,2,正面,2023-11-21
CM01880,品牌A,微博,用了过敏，不知道是不是正品,50,11,5,负面,2023-07-05
CM01881,竞品B,B站,价格有点贵，但是一分钱一分货吧,57,12,5,中性,2023-01-03
CM01882,竞品B,小红书,国货之光，必须支持,54,10,3,正面,2023-02-01
CM01883,竞品B,小红书,国货之光，必须支持,62,7,5,正面,2023-07-19
CM01884,品牌A,微博,用了过敏，不知道是不是正品,56,11,4,负面,2023-03-29
CM01885,竞品B,B站,价格有点贵，但是一分钱一分货吧,50,12,3,中性,2023-09-22
CM01886,竞品B,微博,价格有点贵，但是一分钱一分货吧,49,6,6,中性,2023-10-22
CM01887,竞品C,抖音,这个品牌的产品真的很好用，支持了好多年了,54,13,4,正面,2023-02-02
CM01888,品牌A,抖音,性价比很高，比XX品牌好多了,58,8,1,正面,2023-08-16
CM01889,品牌A,抖音,物流很快，包装也很好，推荐购买,47,13,6,正面,2023-12-18
CM01890,品牌A,抖音,价格有点贵，但是一分钱一分货吧,44,8,4,中性,2023-06-17
CM01891,竞品B,微博,感觉最近质量不如以前了，有点失望,48,13,3,负面,2023-11-25
CM01892,竞品B,小红书,什么时候出新品啊，等好久了,49,14,4,正面,2023-07-13
CM01893,竞品C,B站,国货之光，必须支持,59,10,7,正面,2023-02-03
CM01894,竞品C,小红书,客服态度太差了，再也不会买了,42,12,3,负面,2023-04-02
CM01895,竞品C,B站,客服态度太差了，再也不会买了,52,8,5,负面,2023-11-21
CM01896,品牌A,微博,这个品牌的产品真的很好用，支持了好多年了,52,12,5,正面,2023-03-03
CM01897,竞品C,B站,什么时候出新品啊，等好久了,52,15,9,正面,2023-05-10
CM01898,品牌A,微博,国货之光，必须支持,48,10,2,正面,2023-05-14
CM01899,竞品B,小红书,用了过敏，不知道是不是正品,40,11,6,负面,2023-04-23
CM01900,竞品B,抖音,国货之光，必须支持,46,17,5,正面,2023-10-12
CM01901,竞品C,B站,性价比很高，比XX品牌好多了,58,15,3,正面,2023-05-04
CM01902,品牌A,微博,用了过敏，不知道是不是正品,57,12,5,负面,2023-12-28
CM01903,竞品C,小红书,性价比很高，比XX品牌好多了,57,13,3,正面,2023-09-16
CM01904,竞品B,小红书,性价比很高，比XX品牌好多了,50,13,4,正面,2023-08-28
CM01905,竞品C,微博,客服态度太差了，再也不会买了,60,9,3,负面,2023-01-24
CM01906,竞品C,抖音,性价比很高，比XX品牌好多了,61,12,6,正面,2023-06-04
CM01907,竞品C,B站,用了过敏，不知道是不是正品,38,15,2,负面,2023-08-08
CM01908,竞品B,微博,感觉最近质量不如以前了，有点失望,56,7,7,负面,2023-08-16
CM01909,竞品B,微博,用了过敏，不知道是不是正品,42,15,9,负面,2023-03-27
CM01910,竞品C,小红书,价格有点贵，但是一分钱一分货吧,47,11,4,中性,2023-01-02
CM01911,竞品B,微博,用了过敏，不知道是不是正品,60,11,5,负面,2023-09-23
CM01912,竞品C,微博,颜值很高，就是有点不耐用,48,10,5,中性,2023-11-29
CM01913,竞品C,抖音,性价比很高，比XX品牌好多了,45,12,6,正面,2023-01-30
CM01914,竞品C,微博,国货之光，必须支持,49,14,5,正面,2023-11-06
CM01915,竞品B,B站,性价比很高，比XX品牌好多了,50,11,5,正面,2023-08-12
CM01916,品牌A,微博,价格有点贵，但是一分钱一分货吧,49,6,10,中性,2023-10-14
CM01917,竞品B,微博,性价比很高，比XX品牌好多了,43,9,1,正面,2023-03-21
CM01918,竞品B,小红书,国货之光，必须支持,48,7,7,正面,2023-03-17
CM01919,品牌A,B站,国货之光，必须支持,56,7,5,正面,2023-04-03
CM01920,竞品B,小红书,价格有点贵，但是一分钱一分货吧,51,11,4,中性,2023-11-28
CM01921,竞品C,B站,性价比很高，比XX品牌好多了,58,15,8,正面,2023-07-07
CM01922,竞品B,微博,物流很快，包装也很好，推荐购买,65,6,2,正面,2023-12-26
CM01923,竞品C,抖音,物流很快，包装也很好，推荐购买,70,11,2,正面,2023-05-27
CM01924,竞品C,小红书,用了过敏，不知道是不是正品,45,15,3,负面,2023-04-22
CM01925,竞品B,抖音,物流很快，包装也很好，推荐购买,49,8,5,正面,2023-01-09
CM01926,竞品B,微博,客服态度太差了，再也不会买了,69,11,9,负面,2023-03-07
CM01927,品牌A,抖音,感觉最近质量不如以前了，有点失望,64,14,2,负面,2023-02-04
CM01928,竞品B,B站,价格有点贵，但是一分钱一分货吧,46,9,7,中性,2023-04-10
CM01929,品牌A,微博,什么时候出新品啊，等好久了,51,11,5,正面,2023-01-29
CM01930,竞品C,B站,国货之光，必须支持,48,14,6,正面,2023-01-20
CM01931,竞品B,抖音,国货之光，必须支持,45,10,6,正面,2023-10-01
CM01932,品牌A,抖音,颜值很高，就是有点不耐用,42,19,6,中性,2023-12-03
CM01933,竞品C,B站,性价比很高，比XX品牌好多了,48,9,5,正面,2023-01-29
CM01934,竞品C,抖音,价格有点贵，但是一分钱一分货吧,58,8,3,中性,2023-01-19
CM01935,品牌A,抖音,性价比很高，比XX品牌好多了,52,8,1,正面,2023-02-11
CM01936,竞品B,B站,性价比很高，比XX品牌好多了,57,13,6,正面,2023-07-13
CM01937,竞品C,抖音,国货之光，必须支持,40,9,9,正面,2023-05-22
CM01938,品牌A,抖音,用了过敏，不知道是不是正品,46,10,10,负面,2023-02-13
CM01939,竞品C,小红书,感觉最近质量不如以前了，有点失望,55,10,0,负面,2023-05-06
CM01940,品牌A,抖音,感觉最近质量不如以前了，有点失望,42,9,2,负面,2023-12-31
CM01941,竞品B,小红书,客服态度太差了，再也不会买了,64,7,7,负面,2023-12-20
CM01942,竞品B,微博,性价比很高，比XX品牌好多了,55,12,6,正面,2023-08-04
CM01943,竞品C,微博,感觉最近质量不如以前了，有点失望,48,10,8,负面,2023-06-24
CM01944,竞品B,微博,价格有点贵，但是一分钱一分货吧,51,11,3,中性,2023-04-27
CM01945,品牌A,小红书,国货之光，必须支持,47,11,5,正面,2023-02-11
CM01946,竞品B,抖音,物流很快，包装也很好，推荐购买,42,7,2,正面,2023-08-29
CM01947,品牌A,微博,价格有点贵，但是一分钱一分货吧,50,3,2,中性,2023-10-04
CM01948,竞品B,B站,国货之光，必须支持,48,15,8,正面,2023-09-03
CM01949,竞品B,抖音,国货之光，必须支持,56,11,4,正面,2023-02-15
CM01950,品牌A,微博,感觉最近质量不如以前了，有点失望,49,9,9,负面,2023-04-23
CM01951,竞品B,抖音,客服态度太差了，再也不会买了,47,16,4,负面,2023-12-16
CM01952,竞品B,B站,感觉最近质量不如以前了，有点失望,39,15,2,负面,2023-06-17
CM01953,竞品B,微博,感觉最近质量不如以前了，有点失望,49,13,5,负面,2023-11-29
CM01954,品牌A,抖音,什么时候出新品啊，等好久了,47,8,7,正面,2023-03-20
CM01955,竞品B,B站,颜值很高，就是有点不耐用,54,7,2,中性,2023-03-22
CM01956,竞品C,微博,价格有点贵，但是一分钱一分货吧,47,7,7,中性,2023-08-05
CM01957,品牌A,B站,价格有点贵，但是一分钱一分货吧,65,12,5,中性,2023-04-22
CM01958,竞品B,小红书,颜值很高，就是有点不耐用,50,6,6,中性,2023-07-31
CM01959,竞品B,抖音,感觉最近质量不如以前了，有点失望,54,4,3,负面,2023-03-21
CM01960,竞品C,小红书,什么时候出新品啊，等好久了,48,9,5,正面,2023-12-28
CM01961,竞品B,小红书,价格有点贵，但是一分钱一分货吧,62,9,6,中性,2023-12-20
CM01962,竞品C,B站,性价比很高，比XX品牌好多了,51,13,7,正面,2023-01-13
CM01963,竞品C,微博,什么时候出新品啊，等好久了,65,10,5,正面,2023-04-02
CM01964,竞品B,抖音,用了过敏，不知道是不是正品,51,11,6,负面,2023-10-24
CM01965,竞品C,抖音,性价比很高，比XX品牌好多了,49,20,1,正面,2023-09-06
CM01966,品牌A,B站,颜值很高，就是有点不耐用,41,13,3,中性,2023-08-25
CM01967,品牌A,抖音,颜值很高，就是有点不耐用,56,8,4,中性,2023-01-17
CM01968,竞品B,抖音,颜值很高，就是有点不耐用,54,12,0,中性,2023-10-11
CM01969,竞品C,微博,颜值很高，就是有点不耐用,43,9,4,中性,2023-08-30
CM01970,品牌A,抖音,物流很快，包装也很好，推荐购买,52,7,3,正面,2023-07-05
CM01971,品牌A,抖音,感觉最近质量不如以前了，有点失望,47,8,10,负面,2023-09-20
CM01972,竞品C,微博,性价比很高，比XX品牌好多了,40,11,3,正面,2023-07-10
CM01973,竞品C,抖音,感觉最近质量不如以前了，有点失望,52,11,4,负面,2023-10-04
CM01974,品牌A,B站,物流很快，包装也很好，推荐购买,58,3,9,正面,2023-04-20
CM01975,竞品C,抖音,价格有点贵，但是一分钱一分货吧,45,9,6,中性,2023-05-06
CM01976,竞品C,抖音,物流很快，包装也很好，推荐购买,53,12,6,正面,2023-07-07
CM01977,品牌A,小红书,物流很快，包装也很好，推荐购买,43,8,5,正面,2023-04-01
CM01978,竞品C,B站,感觉最近质量不如以前了，有点失望,53,6,6,负面,2023-11-10
CM01979,竞品B,微博,用了过敏，不知道是不是正品,40,7,3,负面,2023-03-27
CM01980,竞品C,小红书,用了过敏，不知道是不是正品,46,7,5,负面,2023-02-05
CM01981,竞品C,微博,感觉最近质量不如以前了，有点失望,37,9,6,负面,2023-12-26
CM01982,品牌A,B站,感觉最近质量不如以前了，有点失望,62,10,3,负面,2023-12-16
CM01983,竞品C,B站,这个品牌的产品真的很好用，支持了好多年了,45,11,5,正面,2023-11-22
CM01984,品牌A,B站,用了过敏，不知道是不是正品,50,11,3,负面,2023-04-16
CM01985,竞品C,抖音,这个品牌的产品真的很好用，支持了好多年了,55,7,8,正面,2023-12-25
CM01986,品牌A,B站,物流很快，包装也很好，推荐购买,69,11,4,正面,2023-03-09
CM01987,品牌A,B站,什么时候出新品啊，等好久了,46,14,8,正面,2023-07-06
CM01988,竞品C,抖音,价格有点贵，但是一分钱一分货吧,52,8,5,中性,2023-06-24
CM01989,品牌A,小红书,感觉最近质量不如以前了，有点失望,47,7,4,负面,2023-09-17
CM01990,品牌A,小红书,这个品牌的产品真的很好用，支持了好多年了,37,9,6,正面,2023-01-04
CM01991,品牌A,B站,国货之光，必须支持,51,7,2,正面,2023-12-24
CM01992,竞品C,小红书,国货之光，必须支持,56,9,9,正面,2023-10-01
CM01993,竞品B,抖音,感觉最近质量不如以前了，有点失望,44,3,9,负面,2023-12-27
CM01994,品牌A,抖音,客服态度太差了，再也不会买了,35,5,5,负面,2023-07-24
CM01995,竞品B,微博,客服态度太差了，再也不会买了,39,19,4,负面,2023-09-02
CM01996,竞品B,微博,颜值很高，就是有点不耐用,45,9,8,中性,2023-12-30
CM01997,竞品C,B站,国货之光，必须支持,53,11,8,正面,2023-11-30
CM01998,竞品B,小红书,客服态度太差了，再也不会买了,35,8,3,负面,2023-10-02
CM01999,竞品B,B站,感觉最近质量不如以前了，有点失望,51,4,8,负面,2023-05-05
CM02000,品牌A,抖音,这个品牌的产品真的很好用，支持了好多年了,54,8,5,正面,2023-03-05
